Measure Info,Geo Place Name,Time Period,Start_Date,Data Value
mcg/m3,Union Square-Lower Manhattan,Summer 2019,06/01/2019,9.9
mcg/m3,Washington Heights,Winter 2008-09,12/01/2008,15
mcg/m3,Kingsbridge - Riverdale,Annual Average 2022,01/01/2022,6
mcg/m3,Kingsbridge - Riverdale,Winter 2008-09,12/01/2008,14.7
ppb,Bay Ridge and Dyker Heights (CD10),Annual Average 2016,12/31/2015,18.5
ppb,Borough Park (CD12),Summer 2013,06/01/2013,16.3
ppb,Borough Park (CD12),Summer 2012,06/01/2012,17
ppb,Borough Park (CD12),Summer 2021,06/01/2021,11.6
ppb,Washington Heights and Inwood (CD12),Annual Average 2019,01/01/2019,16.9
ppb,Upper East Side (CD8),Winter 2013-14,12/01/2013,33.5
ppb,Throgs Neck and Co-op City (CD10),Annual Average 2019,01/01/2019,14.6
ppb,South Ozone Park and Howard Beach (CD10),Annual Average 2019,01/01/2019,14.5
ppb,Upper East Side (CD8),Annual Average 2022,01/01/2022,18.9
ppb,Central Harlem (CD10),Annual Average 2019,01/01/2019,19.8
ppb,Central Harlem (CD10),Annual Average 2022,01/01/2022,16.8
"per 100,000 adults",Greenpoint,2015-2017,01/01/2015,19.9
"per 100,000 adults",Kingsbridge - Riverdale,2005-2007,01/01/2005,36.7
"per 100,000 adults",Washington Heights,2017-2019,01/01/2017,23
"per 100,000 adults",Long Island City - Astoria,2005-2007,01/01/2005,18.2
"per 100,000 adults",Kingsbridge - Riverdale,2012-2014,01/02/2012,27.1
"per 100,000 adults",New York City,2017-2019,01/01/2017,28
"per 100,000 adults",New York City,2017-2019,01/01/2017,3
"per 100,000 adults",New York City,2005-2007,01/01/2005,56.9
"per 100,000 adults",New York City,2005-2007,01/01/2005,45.4
"per 100,000 adults",New York City,2017-2019,01/01/2017,41
"per 100,000 adults",New York City,2005-2007,01/01/2005,7.1
ppb,Southeast Queens,Summer 2013,06/01/2013,14.6
ppb,Southeast Queens,Summer 2012,06/01/2012,14.3
ppb,Chelsea-Village,Summer 2010,06/01/2010,33
ppb,Bedford Stuyvesant - Crown Heights,Summer 2010,06/01/2010,20.9
ppb,East Harlem,Summer 2016,06/01/2016,31.6
ppb,Bensonhurst - Bay Ridge,Winter 2013-14,12/01/2013,26.9
mcg/m3,Flushing - Clearview,Annual Average 2017,01/01/2017,7.3
mcg/m3,Flushing - Clearview,Annual Average 2021,01/01/2021,6.5
mcg/m3,Chelsea-Village,Annual Average 2012,12/01/2011,11.9
mcg/m3,Greenpoint and Williamsburg (CD1),Annual Average 2019,01/01/2019,8.6
mcg/m3,Greenpoint and Williamsburg (CD1),Annual Average 2022,01/01/2022,6.5
mcg/m3,Fort Greene and Brooklyn Heights (CD2),Annual Average 2022,01/01/2022,6.4
mcg/m3,St. George and Stapleton (CD1),Annual Average 2022,01/01/2022,5.4
mcg/m3,South Beach and Willowbrook (CD2),Winter 2013-14,12/01/2013,11.9
mcg/m3,South Beach and Willowbrook (CD2),Winter 2008-09,12/01/2008,11.8
mcg/m3,Woodside and Sunnyside (CD2),Winter 2013-14,12/01/2013,13.5
mcg/m3,Woodside and Sunnyside (CD2),Annual Average 2019,01/01/2019,8.4
mcg/m3,Lower Manhattan,Winter 2017-18,12/01/2017,10.4
mcg/m3,Lower Manhattan,Annual Average 2019,01/01/2019,8.2
mcg/m3,Lower Manhattan,Annual Average 2022,01/01/2022,7.1
ppb,Lower Manhattan,Winter 2008-09,12/01/2008,41.3
ppb,Southeast Queens,Winter 2013-14,12/01/2013,25.3
ppb,Southeast Queens,Annual Average 2022,01/01/2022,14.1
ppb,Rockaways,Winter 2008-09,12/01/2008,21
ppb,Rockaways,Annual Average 2019,01/01/2019,10
ppb,Union Square - Lower East Side,Winter 2013-14,12/01/2013,32.8
ppb,Union Square - Lower East Side,Annual Average 2022,01/01/2022,18
ppb,Lower Manhattan,Winter 2017-18,12/01/2017,30.1
ppb,East Harlem,Winter 2008-09,12/01/2008,34.3
ppb,East Harlem,Annual Average 2019,01/01/2019,19.4
ppb,Upper West Side,Winter 2013-14,12/01/2013,31
ppb,Pelham - Throgs Neck,Winter 2013-14,12/01/2013,25.8
"per 100,000 adults",Borough Park,2009-2011,01/01/2009,19.9
"per 100,000 children",Stapleton - St. George,2012-2014,01/02/2012,66.1
"per 100,000 children",Stapleton - St. George,2015-2017,01/01/2015,49.5
"per 100,000 children",West Queens,2009-2011,01/01/2009,75.2
"per 100,000",West Queens,2012-2014,01/02/2012,3.4
"per 100,000",West Queens,2015-2017,01/01/2015,3.5
"per 100,000",West Queens,2009-2011,01/01/2009,3
"per 100,000",Stapleton - St. George,2009-2011,01/01/2009,8.4
mcg/m3,Stapleton - St. George,Winter 2013-14,12/01/2013,11.6
mcg/m3,Stapleton - St. George,Winter 2008-09,12/01/2008,11.5
ppb,Kew Gardens and Woodhaven (CD9),Summer 2012,06/01/2012,17.5
ppb,Kew Gardens and Woodhaven (CD9),Annual Average 2018,01/01/2018,18.2
mcg/m3,Stapleton - St. George,Winter 2017-18,12/01/2017,7.8
mcg/m3,Stapleton - St. George,Annual Average 2022,01/01/2022,5.3
ppb,Bayside and Little Neck (CD11),Winter 2008-09,12/01/2008,25.8
ppb,Morris Park and Bronxdale (CD11),Winter 2013-14,12/01/2013,25.4
ppb,East Harlem (CD11),Winter 2008-09,12/01/2008,34.2
ppb,East Harlem (CD11),Winter 2017-18,12/01/2017,26.7
ppb,Coney Island - Sheepshead Bay,Summer 2011,06/01/2011,14.2
"per 100,000 adults",Stapleton - St. George,2009-2011,01/01/2009,9.5
"per 100,000 adults",Stapleton - St. George,2005-2007,01/01/2005,41.6
"per 100,000 adults",Stapleton - St. George,2017-2019,01/01/2017,30
"per 100,000 adults",Stapleton - St. George,2009-2011,01/01/2009,42.9
ppb,Coney Island - Sheepshead Bay,Summer 2010,06/01/2010,14
ppb,Rockaways,Summer 2011,06/01/2011,9.9
ppb,Coney Island - Sheepshead Bay,Winter 2015-16,12/01/2015,21.3
ppb,Rockaways,Summer 2016,06/01/2016,38.2
ppb,Rockaways,Summer 2010,06/01/2010,39
ppb,Stapleton - St. George,Annual Average 2018,01/01/2018,14.3
ppb,Stapleton - St. George,Annual Average 2016,12/31/2015,14.9
ppb,Stapleton - St. George,Summer 2021,06/01/2021,9.6
"per 100,000 adults",New York City,2009-2011,01/01/2009,45.1
"per 100,000 adults",New York City,2009-2011,01/01/2009,7
ppb,Williamsburg - Bushwick,Summer 2010,06/01/2010,21.3
ppb,Williamsburg - Bushwick,Winter 2015-16,12/01/2015,25.3
ppb,Williamsburg - Bushwick,Summer 2011,06/01/2011,31.5
ppb,Union Square-Lower Manhattan,Summer 2011,06/01/2011,26.4
ppb,Union Square-Lower Manhattan,Summer 2010,06/01/2010,27.9
ppb,Union Square-Lower Manhattan,Summer 2016,06/01/2016,30
ppb,Long Island City - Astoria,Annual Average 2012,12/01/2011,23.1
ppb,Kingsbridge - Riverdale,Summer 2012,06/01/2012,14.8
ppb,Long Island City - Astoria,Summer 2013,06/01/2013,18
ppb,Long Island City - Astoria,Summer 2021,06/01/2021,15.5
ppb,Long Island City - Astoria,Winter 2021-22,12/01/2021,22.9
ppb,Williamsburg - Bushwick,Summer 2010,06/01/2010,32.4
ppb,Williamsburg - Bushwick,Summer 2016,06/01/2016,33
ppb,Greenpoint,Winter 2017-18,12/01/2017,28.1
mcg/m3,New York City,Winter 2017-18,12/01/2017,8.2
mcg/m3,New York City,Annual Average 2019,01/01/2019,6.6
mcg/m3,New York City,Winter 2013-14,12/01/2013,11.9
mcg/m3,New York City,Winter 2008-09,12/01/2008,12.9
mcg/m3,New York City,Annual Average 2022,01/01/2022,5.8
mcg/m3,Washington Heights,Annual Average 2022,01/01/2022,6.3
mcg/m3,Long Island City - Astoria,Winter 2013-14,12/01/2013,13.1
mcg/m3,Port Richmond,Winter 2008-09,12/01/2008,12.5
mcg/m3,Kingsbridge - Riverdale,Winter 2013-14,12/01/2013,12.5
mcg/m3,Long Island City - Astoria,Winter 2017-18,12/01/2017,9.3
ppb,Long Island City - Astoria,Winter 2013-14,12/01/2013,29.4
ppb,Bensonhurst - Bay Ridge,Annual Average 2022,01/01/2022,14.4
"per 100,000 adults",Kingsbridge - Riverdale,2009-2011,01/01/2009,18.3
"per 100,000 adults",Port Richmond,2009-2011,01/01/2009,16.4
"per 100,000 adults",New York City,2017-2019,01/01/2017,7
"per 100,000 adults",New York City,2005-2007,01/01/2005,19.8
mcg/m3,Flatlands and Canarsie (CD18),Summer 2013,06/01/2013,9.8
mcg/m3,Elmhurst and Corona (CD4),Summer 2021,06/01/2021,8.5
mcg/m3,East Flatbush (CD17),Summer 2021,06/01/2021,8.3
mcg/m3,Flatlands and Canarsie (CD18),Winter 2021-22,12/01/2021,6.4
mcg/m3,Jackson Heights (CD3),Summer 2021,06/01/2021,8.5
mcg/m3,Elmhurst and Corona (CD4),Annual Average 2016,12/31/2015,7.7
number,Bronx,2013,01/01/2013,1.2
number,Brooklyn,2013,01/01/2013,22.8
number,Jamaica,2013,01/01/2013,13.2
number,Greenwich Village - SoHo,2013,01/01/2013,132.5
mcg/m3,Hunts Point - Mott Haven,Winter 2008-09,12/01/2008,12.3
mcg/m3,East Flatbush - Flatbush,Winter 2017-18,12/01/2017,8.4
mcg/m3,Canarsie - Flatlands,Winter 2017-18,12/01/2017,7.9
mcg/m3,Canarsie - Flatlands,Annual Average 2019,01/01/2019,6.2
mcg/m3,Gramercy Park - Murray Hill,Winter 2008-09,12/01/2008,17.6
mcg/m3,Gramercy Park - Murray Hill,Annual Average 2022,01/01/2022,7.9
mcg/m3,Greenwich Village - SoHo,Winter 2017-18,12/01/2017,10.2
mcg/m3,Bushwick (CD4),Summer 2011,06/01/2011,11.6
mcg/m3,Bushwick (CD4),Summer 2010,06/01/2010,12.1
mcg/m3,Bedford Stuyvesant (CD3),Summer 2020,06/01/2020,7.1
mcg/m3,Flatlands and Canarsie (CD18),Annual Average 2014,12/01/2013,8.5
ppb,Southwest Queens,Annual Average 2014,12/01/2013,19.2
ppb,Jamaica,Summer 2020,06/01/2020,9.4
ppb,Southwest Queens,Summer 2016,06/01/2016,12.8
ppb,Southwest Queens,Winter 2020-21,12/01/2020,21.3
ppb,Jamaica,Winter 2015-16,12/01/2015,22.5
ppb,Southwest Queens,Summer 2011,06/01/2011,33.6
ppb,Jamaica,Summer 2010,06/01/2010,33.5
mcg/m3,Flatlands and Canarsie (CD18),Winter 2011-12,12/01/2011,8.3
mcg/m3,Flatlands and Canarsie (CD18),Summer 2018,06/01/2018,8
mcg/m3,Elmhurst and Corona (CD4),Summer 2017,06/01/2017,9.1
mcg/m3,Tottenville and Great Kills (CD3),Summer 2018,06/01/2018,7.4
mcg/m3,East Flatbush (CD17),Summer 2020,06/01/2020,6.8
mcg/m3,Upper East Side,Annual Average 2019,01/01/2019,8
mcg/m3,Bedford Stuyvesant - Crown Heights,Annual Average 2022,01/01/2022,5.9
mcg/m3,Willowbrook,Winter 2008-09,12/01/2008,12.2
mcg/m3,Willowbrook,Winter 2013-14,12/01/2013,12.1
ppb,Hillcrest and Fresh Meadows (CD8),Annual Average 2016,12/31/2015,17.6
ppb,Hillcrest and Fresh Meadows (CD8),Winter 2021-22,12/01/2021,19.8
ppb,Rego Park and Forest Hills (CD6),Winter 2008-09,12/01/2008,30.6
ppb,Rego Park and Forest Hills (CD6),Annual Average 2022,01/01/2022,15.3
ppb,Clinton and Chelsea (CD4),Winter 2013-14,12/01/2013,34.8
mcg/m3,Willowbrook,Winter 2017-18,12/01/2017,8
mcg/m3,Willowbrook,Annual Average 2019,01/01/2019,6
mcg/m3,Willowbrook,Annual Average 2022,01/01/2022,5.2
mcg/m3,Ridgewood - Forest Hills,Winter 2008-09,12/01/2008,13.3
mcg/m3,Flushing - Clearview,Annual Average 2019,01/01/2019,6.6
mcg/m3,Crotona -Tremont,Winter 2013-14,12/01/2013,13.1
ppb,Belmont and East Tremont (CD6),Winter 2013-14,12/01/2013,27.3
ppb,Belmont and East Tremont (CD6),Winter 2017-18,12/01/2017,25.2
ppb,Belmont and East Tremont (CD6),Annual Average 2019,01/01/2019,17.1
ppb,Belmont and East Tremont (CD6),Annual Average 2022,01/01/2022,16.6
ppb,Belmont and East Tremont (CD6),Winter 2008-09,12/01/2008,31.7
ppb,Park Slope and Carroll Gardens (CD6),Winter 2008-09,12/01/2008,32.9
"per 100,000 adults",East Harlem,2009-2011,01/01/2009,17.4
"per 100,000 adults",Willowbrook,2017-2019,01/01/2017,13
"per 100,000 adults",Flushing - Clearview,2005-2007,01/01/2005,13.3
"per 100,000 adults",Willowbrook,2009-2011,01/01/2009,16
"per 100,000 adults",Flushing - Clearview,2009-2011,01/01/2009,9.3
ppb,East Harlem,Summer 2022,06/01/2022,13
ppb,Willowbrook,Annual Average 2012,12/01/2011,15.3
ppb,Willowbrook,Summer 2022,06/01/2022,8.3
ppb,Fordham - Bronx Pk,Winter 2021-22,12/01/2021,21.1
ppb,Willowbrook,Summer 2012,06/01/2012,11.8
ppb,Willowbrook,Annual Average 2016,12/31/2015,14.1
"per 100,000 adults",Pelham - Throgs Neck,2015-2017,01/01/2015,44.6
"per 100,000 adults",East New York,2017-2019,01/01/2017,58
"per 100,000 adults",South Beach - Tottenville,2005-2007,01/01/2005,16.5
"per 100,000 adults",Bayside - Little Neck,2017-2019,01/01/2017,2
"per 100,000 adults",South Beach - Tottenville,2009-2011,01/01/2009,11.8
ppb,Sunset Park,Summer 2016,06/01/2016,15.1
ppb,Southeast Queens,Summer 2010,06/01/2010,34.3
ppb,Sunset Park,Summer 2016,06/01/2016,33.3
ppb,South Beach - Tottenville,Summer 2022,06/01/2022,6.9
ppb,South Beach - Tottenville,Annual Average 2012,12/01/2011,12.5
ppb,Bayside - Little Neck,Summer 2022,06/01/2022,10.7
ppb,East New York,Summer 2012,06/01/2012,16.6
ppb,Pelham - Throgs Neck,Summer 2012,06/01/2012,16.1
ppb,Pelham - Throgs Neck,Summer 2013,06/01/2013,14.7
ppb,South Beach - Tottenville,Annual Average 2016,12/31/2015,11.5
ppb,South Beach - Tottenville,Summer 2013,06/01/2013,7.6
ppb,South Beach - Tottenville,Annual Average 2018,01/01/2018,11.1
ppb,Bayside Little Neck-Fresh Meadows,Summer 2011,06/01/2011,33
ppb,Bayside Little Neck-Fresh Meadows,Summer 2010,06/01/2010,33.4
ppb,Bayside Little Neck-Fresh Meadows,Summer 2016,06/01/2016,33.1
ppb,Bayside - Little Neck,Annual Average 2016,12/31/2015,16.4
ppb,Bayside - Little Neck,Winter 2021-22,12/01/2021,19.8
ppb,Upper West Side,Winter 2013-14,12/01/2013,31
mcg/m3,Flushing and Whitestone (CD7),Winter 2008-09,12/01/2008,12.8
ppb,South Beach - Tottenville,Winter 2017-18,12/01/2017,17.2
ppb,Bayside - Little Neck,Winter 2008-09,12/01/2008,25.3
ppb,Bayside - Little Neck,Winter 2017-18,12/01/2017,21.9
ppb,Bayside - Little Neck,Annual Average 2019,01/01/2019,14.2
ppb,Sunset Park,Annual Average 2019,01/01/2019,18.5
"per 100,000 adults",Williamsburg - Bushwick,2009-2011,01/01/2009,26.9
"per 100,000 adults",South Beach - Tottenville,2009-2011,01/01/2009,15.2
"per 100,000",Queens,2015-2017,01/01/2015,4.7
ppb,Sheepshead Bay (CD15),Annual Average 2016,12/31/2015,15.9
ppb,Coney Island (CD13),Winter 2008-09,12/01/2008,23.2
ppb,Sheepshead Bay (CD15),Winter 2013-14,12/01/2013,26.2
ppb,Queens Village (CD13),Winter 2013-14,12/01/2013,25.4
ppb,Queens Village (CD13),Winter 2017-18,12/01/2017,21.6
ppb,Queens Village (CD13),Annual Average 2022,01/01/2022,14.3
mcg/m3,Long Island City - Astoria,Winter 2012-13,12/01/2012,11.4
mcg/m3,Jamaica,Winter 2019-20,12/01/2019,7.5
mcg/m3,Long Island City - Astoria,Annual Average 2010,12/01/2009,10.1
mcg/m3,Long Island City - Astoria,Summer 2014,06/01/2014,9.6
mcg/m3,Long Island City - Astoria,Annual Average 2009,12/01/2008,11.4
mcg/m3,Long Island City - Astoria,Winter 2018-19,12/01/2018,8.6
mcg/m3,Jamaica,Annual Average 2015,01/01/2015,8.2
mcg/m3,Jamaica,Winter 2018-19,12/01/2018,6.9
mcg/m3,Jamaica,Annual Average 2020,01/01/2020,6
mcg/m3,Long Island City - Astoria,Annual Average 2011,12/01/2010,11
mcg/m3,Long Island City - Astoria,Annual Average 2015,01/01/2015,9.8
mcg/m3,Long Island City - Astoria,Annual Average 2013,12/01/2012,9.6
mcg/m3,Long Island City - Astoria,Annual Average 2021,01/01/2021,7.2
mcg/m3,Jamaica,Annual Average 2021,01/01/2021,6.4
ppb,Queens Village (CD13),Winter 2008-09,12/01/2008,26
"per 100,000 adults",Queens,2015-2017,01/01/2015,17.9
ppb,South Bronx,Summer 2011,06/01/2011,32.2
ppb,South Bronx,Summer 2010,06/01/2010,32.2
ppb,South Bronx,Summer 2016,06/01/2016,32.8
ppb,Canarsie - Flatlands,Summer 2010,06/01/2010,36.1
ppb,Jamaica,Summer 2010,06/01/2010,33.5
ppb,Jamaica,Summer 2011,06/01/2011,33
ppb,Borough Park,Summer 2016,06/01/2016,33.5
ppb,Jamaica,Summer 2010,06/01/2010,17.9
ppb,Canarsie - Flatlands,Winter 2017-18,12/01/2017,20.5
ppb,Canarsie - Flatlands,Annual Average 2019,01/01/2019,13.1
mcg/m3,Long Island City - Astoria,Winter 2010-11,12/01/2010,13.6
"per 100,000 adults",Rockaways,2009-2011,01/01/2009,19.8
"per 100,000 adults",Manhattan,2009-2011,01/01/2009,15
ppb,Flushing - Clearview,Winter 2008-09,12/01/2008,27.7
mcg/m3,Chelsea-Village,Summer 2022,06/01/2022,8.2
mcg/m3,Bedford Stuyvesant - Crown Heights,Annual Average 2012,12/01/2011,9.1
mcg/m3,East Harlem,Annual Average 2012,12/01/2011,10
mcg/m3,Flushing - Clearview,Summer 2022,06/01/2022,6.6
mcg/m3,East Harlem,Summer 2012,06/01/2012,11
mcg/m3,East Harlem,Summer 2013,06/01/2013,10.9
mcg/m3,Flushing - Clearview,Summer 2021,06/01/2021,8.2
mcg/m3,East Harlem,Winter 2009-10,12/01/2009,10.8
mcg/m3,Chelsea-Village,Summer 2020,06/01/2020,8.6
mcg/m3,Flushing - Clearview,Annual Average 2014,12/01/2013,8.6
ppb,Pelham - Throgs Neck,Summer 2015,06/01/2015,31.4
ppb,Pelham - Throgs Neck,Summer 2019,06/01/2019,30.9
ppb,Upper West Side,Summer 2015,06/01/2015,28.1
ppb,Manhattan,Winter 2017-18,12/01/2017,28.6
ppb,Bensonhurst - Bay Ridge,Winter 2017-18,12/01/2017,22.7
ppb,Bensonhurst - Bay Ridge,Annual Average 2019,01/01/2019,15.7
ppb,Borough Park,Winter 2017-18,12/01/2017,24.2
ppb,Coney Island - Sheepshead Bay,Winter 2008-09,12/01/2008,24.8
ppb,Coney Island - Sheepshead Bay,Winter 2017-18,12/01/2017,19.7
ppb,Coney Island - Sheepshead Bay,Annual Average 2019,01/01/2019,13.5
ppb,Borough Park,Winter 2008-09,12/01/2008,29.7
ppb,Manhattan,Winter 2013-14,12/01/2013,32.4
ppb,Manhattan,Annual Average 2022,01/01/2022,19.1
ppb,Bedford Stuyvesant - Crown Heights,Winter 2012-13,12/01/2012,27.1
ppb,Bedford Stuyvesant - Crown Heights,Winter 2019-20,12/01/2019,27.6
ppb,Pelham - Throgs Neck,Summer 2015,06/01/2015,15.1
ppb,Pelham - Throgs Neck,Winter 2019-20,12/01/2019,22.2
ppb,Pelham - Throgs Neck,Summer 2019,06/01/2019,12.8
ppb,East Harlem,Annual Average 2010,12/01/2009,27.1
ppb,Bedford Stuyvesant - Crown Heights,Annual Average 2011,12/01/2010,25.3
"per 100,000 adults",New York City,2005-2007,01/01/2005,25.7
"per 100,000 adults",New York City,2017-2019,01/01/2017,10
"per 100,000 adults",New York City,2009-2011,01/01/2009,14.1
"per 100,000 adults",New York City,2009-2011,01/01/2009,17.8
"per 100,000 adults",New York City,2015-2017,01/01/2015,11.8
"per 100,000 adults",New York City,2012-2014,01/02/2012,11.7
"per 100,000 adults",New York City,2012-2014,01/02/2012,13.2
"per 100,000 adults",New York City,2015-2017,01/01/2015,17
"per 100,000 adults",Long Island City - Astoria,2009-2011,01/01/2009,15.6
"per 100,000 adults",Long Island City - Astoria,2005-2007,01/01/2005,16.9
mcg/m3,Union Square-Lower Manhattan,Annual Average 2012,12/01/2011,10.7
mcg/m3,Union Square-Lower Manhattan,Summer 2022,06/01/2022,7.5
mcg/m3,Union Square-Lower Manhattan,Annual Average 2018,01/01/2018,8.4
mcg/m3,Union Square-Lower Manhattan,Winter 2021-22,12/01/2021,8.3
mcg/m3,Union Square-Lower Manhattan,Summer 2021,06/01/2021,9.7
ppb,Williamsburg - Bushwick,Winter 2013-14,12/01/2013,29.8
ppb,Williamsburg - Bushwick,Winter 2017-18,12/01/2017,27.7
ppb,Union Square-Lower Manhattan,Summer 2015,06/01/2015,27.5
ppb,Union Square-Lower Manhattan,Summer 2019,06/01/2019,25.4
ppb,Williamsburg - Bushwick,Summer 2019,06/01/2019,29.3
ppb,Washington Heights,Winter 2013-14,12/01/2013,26.9
ppb,Washington Heights,Annual Average 2019,01/01/2019,17.3
ppb,Kingsbridge - Riverdale,Annual Average 2022,01/01/2022,14.5
ppb,Greenpoint,Winter 2013-14,12/01/2013,29.9
ppb,Greenpoint,Annual Average 2019,01/01/2019,21.4
ppb,Union Square-Lower Manhattan,Summer 2019,06/01/2019,21.2
ppb,Union Square-Lower Manhattan,Winter 2019-20,12/01/2019,30.7
ppb,Union Square-Lower Manhattan,Summer 2014,06/01/2014,26.6
ppb,Union Square-Lower Manhattan,Winter 2018-19,12/01/2018,26.5
mcg/m3,Williamsburg - Bushwick,Winter 2017-18,12/01/2017,9.4
ppb,Willowbrook,Annual Average 2018,01/01/2018,13.6
ppb,Willowbrook,Summer 2021,06/01/2021,8.6
ppb,Willowbrook,Winter 2021-22,12/01/2021,16.8
ppb,Southern SI,Winter 2013-14,12/01/2013,21.1
ppb,Southern SI,Winter 2017-18,12/01/2017,18.1
ppb,Southern SI,Annual Average 2019,01/01/2019,11
ppb,Southern SI,Annual Average 2022,01/01/2022,10.4
ppb,Flushing - Clearview,Summer 2013,06/01/2013,15.6
ppb,Flushing - Clearview,Summer 2021,06/01/2021,11.7
ppb,Crotona -Tremont,Annual Average 2022,01/01/2022,17.2
ppb,Sunset Park,Annual Average 2019,01/01/2019,18.5
ppb,Flushing - Clearview,Annual Average 2022,01/01/2022,15.2
ppb,Ridgewood - Forest Hills,Winter 2013-14,12/01/2013,27.9
mcg/m3,East Harlem,Annual Average 2019,01/01/2019,7.1
mcg/m3,East Harlem,Annual Average 2022,01/01/2022,6.1
mcg/m3,Ridgewood - Forest Hills,Annual Average 2019,01/01/2019,6.6
ppb,Flushing - Clearview,Winter 2008-09,12/01/2008,27.7
ppb,Flushing - Clearview,Annual Average 2019,01/01/2019,16.3
"per 100,000 adults",Sunset Park,2009-2011,01/01/2009,17.1
"per 100,000 adults",Willowbrook,2009-2011,01/01/2009,17.8
"per 100,000 adults",Fordham - Bronx Pk,2009-2011,01/01/2009,18.8
"per 100,000 adults",East Harlem,2017-2019,01/01/2017,10
"per 100,000 adults",Flushing - Clearview,2005-2007,01/01/2005,15
ppb,Sunset Park,Annual Average 2022,01/01/2022,17.3
ppb,Crotona -Tremont,Annual Average 2019,01/01/2019,17.6
ppb,Ridgewood - Forest Hills,Winter 2008-09,12/01/2008,29.9
ppb,Upper East Side,Winter 2017-18,12/01/2017,28.6
ppb,Willowbrook,Winter 2008-09,12/01/2008,22.5
ppb,Ridgewood - Forest Hills,Winter 2017-18,12/01/2017,25.2
ppb,Southern SI,Summer 2014,06/01/2014,31.7
Âµg/m3,East Harlem,2014,01/01/2014,1.7
Âµg/m3,Willowbrook,2011,01/01/2011,1.8
Âµg/m3,Willowbrook,2014,01/01/2014,1.3
"per 100,000 adults",Pelham - Throgs Neck,2009-2011,01/01/2009,19.3
"per 100,000 adults",Bayside - Little Neck,2017-2019,01/01/2017,2
"per 100,000 adults",South Beach - Tottenville,2015-2017,01/01/2015,12.9
ppb,Southeast Queens,Winter 2013-14,12/01/2013,25.3
mcg/m3,Bayside - Little Neck,Winter 2008-09,12/01/2008,12.2
mcg/m3,Bayside - Little Neck,Annual Average 2019,01/01/2019,6.2
mcg/m3,Sunset Park,Summer 2022,06/01/2022,6.7
mcg/m3,Bayside Little Neck-Fresh Meadows,Annual Average 2012,12/01/2011,8.6
mcg/m3,Bayside Little Neck-Fresh Meadows,Summer 2013,06/01/2013,10
mcg/m3,Bayside Little Neck-Fresh Meadows,Summer 2012,06/01/2012,9.9
mcg/m3,Bayside Little Neck-Fresh Meadows,Annual Average 2016,12/31/2015,6.9
mcg/m3,Bayside Little Neck-Fresh Meadows,Annual Average 2018,01/01/2018,6.5
mcg/m3,Bayside Little Neck-Fresh Meadows,Summer 2018,06/01/2018,8
mcg/m3,Bayside Little Neck-Fresh Meadows,Winter 2016-17,12/01/2016,7.9
mcg/m3,Bayside Little Neck-Fresh Meadows,Summer 2020,06/01/2020,6.7
ppb,Bayside Little Neck-Fresh Meadows,Summer 2015,06/01/2015,31.4
ppb,Bayside Little Neck-Fresh Meadows,Summer 2019,06/01/2019,31.7
ppb,East New York,Winter 2013-14,12/01/2013,27.9
ppb,Williamsburg - Bushwick,Winter 2008-09,12/01/2008,32.8
ppb,Williamsburg - Bushwick,Winter 2017-18,12/01/2017,27.7
ppb,Williamsburg - Bushwick,Annual Average 2022,01/01/2022,17.4
ppb,Upper West Side,Annual Average 2019,01/01/2019,20.8
ppb,Staten Island,Winter 2008-09,12/01/2008,21.6
ppb,Staten Island,Annual Average 2019,01/01/2019,11.9
ppb,Bayside Little Neck-Fresh Meadows,Annual Average 2010,12/01/2009,20.2
ppb,Bayside Little Neck-Fresh Meadows,Winter 2012-13,12/01/2012,20.6
ppb,Bayside Little Neck-Fresh Meadows,Summer 2015,06/01/2015,13.2
ppb,Bayside Little Neck-Fresh Meadows,Summer 2014,06/01/2014,32.1
Âµg/m3,Williamsburg - Bushwick,2014,01/01/2014,1.6
Âµg/m3,Bayside - Little Neck,2014,01/01/2014,1.4
mcg/m3,Flatlands and Canarsie (CD18),Winter 2009-10,12/01/2009,9.4
mcg/m3,Flatlands and Canarsie (CD18),Summer 2017,06/01/2017,8.5
mcg/m3,Flatlands and Canarsie (CD18),Winter 2016-17,12/01/2016,7.6
mcg/m3,Flatlands and Canarsie (CD18),Summer 2020,06/01/2020,6.6
mcg/m3,Jackson Heights (CD3),Summer 2017,06/01/2017,8.8
mcg/m3,Bedford Stuyvesant (CD3),Winter 2008-09,12/01/2008,13.7
mcg/m3,Bedford Stuyvesant (CD3),Winter 2013-14,12/01/2013,12.1
mcg/m3,Southwest Queens,Annual Average 2022,01/01/2022,5.5
mcg/m3,Gramercy Park - Murray Hill,Annual Average 2019,01/01/2019,10.1
mcg/m3,Greenwich Village - SoHo,Winter 2008-09,12/01/2008,15.2
mcg/m3,Bronx,Winter 2013-14,12/01/2013,12.5
mcg/m3,Bronx,Winter 2017-18,12/01/2017,8.3
mcg/m3,Brooklyn,Winter 2013-14,12/01/2013,11.9
ppb,Elmhurst and Corona (CD4),Annual Average 2022,01/01/2022,16.4
ppb,Morrisania and Crotona (CD3),Summer 2022,06/01/2022,31.8
ppb,East Flatbush (CD17),Summer 2022,06/01/2022,34.9
ppb,Tottenville and Great Kills (CD3),Summer 2022,06/01/2022,36
ppb,Flatlands and Canarsie (CD18),Summer 2022,06/01/2022,36.2
